Index eps_r             loss_t           
 1112 +6.0690868287E-01 +1.9887425975E-01
 1113 +8.3508971003E-01 +3.0250312765E-01
 1114 +9.6667961075E-01 +1.8769300659E-01
 1115 +3.4865960635E-01 +1.5088899669E-01
 1116 -3.1567839131E-01 +2.9370224674E-01
 1117 +3.3974808104E-01 +1.9444716613E-01
 1118 +5.7673931200E-03 +3.1921008108E-01
 1119 -1.8044088340E-01 +1.9916725434E-01
 1120 +2.7469566770E-01 +3.3582051225E-01
 1121 +1.2264206951E+00 +1.1936949616E-01
 1122 +3.9190668095E-01 +2.6394745138E-01
 1123 -4.6295768164E-01 +1.9632099043E-01
 1124 +8.2829854329E-01 +4.8859208722E-02
 1125 +5.9096498076E-01 +6.8471326137E-02
 1126 +7.7234219913E-01 +1.7750815277E-01
 1127 +4.4506261903E-01 +2.6482791385E-01
 1128 +1.2908801719E+00 +1.9362348112E-01
 1129 +1.1121879899E+00 +3.5035498944E-01
 1130 +1.3437650278E+00 +2.9200880800E-01
 1131 +1.0793680553E+00 +3.2029444044E-01
 1132 -3.6489689538E-01 +3.6819451856E-01
 1133 +1.1577597286E+00 +1.2458083300E-01
 1134 +1.1421972355E-01 +6.2358390028E-02
 1135 +7.7765885830E-01 +1.1846604416E-01
 1136 +2.4843147290E-01 +2.9775045548E-01
 1137 +1.4715823435E+00 +1.8260268090E-01
 1138 -3.6205467759E-01 +2.5724289271E-01
 1139 -8.6510437851E-02 +2.8512623341E-01
 1140 +6.5179480411E-01 +2.4288790609E-01
 1141 -3.9768057502E-01 +2.8422147766E-01
 1142 +9.2863299344E-01 +1.4834218907E-01
 1143 -8.3710371524E-02 +1.2215577718E-02
 1144 +1.6133085436E-01 +1.7380947188E-01
 1145 +1.8586363508E-01 +2.8360562522E-01
 1146 +3.4600308886E-01 +1.8886738764E-02
 1147 -1.1533714024E-01 +3.2809159364E-02
 1148 +3.9962890346E-01 +2.5738665521E-01
 1149 +1.6716281994E-01 +9.1803183299E-02
 1150 -2.1552350885E-01 +3.6705400439E-01
 1151 +1.8813821906E-01 +1.6653912594E-01
 1152 +7.8205132822E-01 +3.0165471755E-01
 1153 -7.2328919606E-02 +3.1754900206E-01
 1154 +1.7921518601E-02 +2.2873473587E-01
 1155 -1.2339926804E-01 +1.3208145572E-02
 1156 -2.7048808692E-01 +1.1522205639E-01
 1157 -8.5477238375E-02 +2.7597362010E-01
 1158 +3.1199040462E-01 +2.6620079657E-01
 1159 +8.6037309627E-01 +1.5218770517E-01
 1160 +1.2837876368E+00 +1.1747791267E-01
 1161 +9.7558202100E-01 +1.1191396893E-01
 1162 +6.9781316477E-01 +6.1943339734E-02
 1163 +1.8881559891E-01 +2.3085203444E-01
 1164 -3.5015298305E-04 +7.6085677164E-02
 1165 +8.0542184465E-01 +1.6408115570E-01
 1166 +1.3673469914E+00 +2.0263537962E-01
 1167 -3.3096133642E-01 +2.6312489257E-01
 1168 -4.9519754204E-01 +1.8584426699E-01
 1169 +6.2661293232E-01 +3.4358130816E-01
 1170 +4.2760754505E-01 +1.5376071092E-01
 1171 +1.0957959668E+00 +1.2627285949E-01
 1172 +6.9688478924E-01 +4.8955665782E-02
 1173 +5.9195456910E-01 +1.4396519153E-01
 1174 +4.7404319888E-01 +1.1493340418E-01
 1175 +1.4006364343E+00 +2.1771554891E-01
 1176 -1.6530648147E-01 +2.3612598702E-02
 1177 +4.8869372067E-01 +1.3599542639E-01
 1178 +3.8958704245E-01 +7.9544225167E-02
 1179 -1.5109131188E-01 +1.4037386165E-01
 1180 +1.1581424386E+00 +2.1257342346E-01
 1181 +1.3183167055E-01 +3.0500551172E-01
 1182 -1.9519804549E-01 +1.2174429074E-01
 1183 +1.4363246916E-01 +5.9580886242E-02
 1184 -9.5903711508E-02 +1.4314791200E-01
 1185 -2.7193702731E-01 +1.3136352761E-01
 1186 -2.8881193601E-01 +1.2788559604E-01
 1187 +1.3230990532E-01 +1.4026512990E-01
 1188 +1.0508816174E+00 +7.3067108484E-02
 1189 +8.8747928263E-01 +8.4506696826E-02
 1190 +2.2745752985E-01 +1.9386474717E-01
 1191 -3.9834896066E-01 +2.3479294876E-01
 1192 -2.7966742725E-01 +1.6207463621E-01
 1193 -4.2243806298E-01 +1.2357970189E-01
 1194 +1.1820726604E+00 +3.3683943124E-01
 1195 +1.4591630542E+00 +1.2105906612E-01
 1196 -3.4511652944E-01 +3.3808137866E-01
 1197 -1.0075682019E-01 +1.0519661248E-02
 1198 +1.4383153302E+00 +6.3539906012E-02
 1199 -1.1029267202E-01 +1.5069764778E-01
 1200 -3.3885454398E-01 +4.0917776105E-02
 1201 +6.6479867161E-01 +1.9583767734E-01
 1202 +5.5302771973E-01 +3.5822593934E-01
 1203 -3.2660632381E-01 +5.5829800603E-03
 1204 +3.1658053088E-02 +2.6813841566E-01
 1205 -3.3492064183E-01 +7.3629849562E-02
 1206 +1.1954334818E+00 +3.7352448572E-01
 1207 +3.4350990744E-01 +1.7924882697E-01
 1208 +1.3093602071E+00 +1.2536641908E-01
 1209 +2.9009327648E-01 +5.3283653296E-03
 1210 +1.2416172398E+00 +2.9714104179E-01
 1211 -8.5778819999E-03 +1.9036398261E-01
 1212 +3.3796313172E-01 +2.8965764955E-01
 1213 +2.8697088702E-01 +2.7174993682E-01
 1214 +1.2601067077E+00 +6.8317118361E-02
 1215 -2.9804795258E-01 +2.9280919675E-01
 1216 +1.1494523699E+00 +2.0174404029E-01
 1217 +6.7989353222E-01 +2.9001334332E-01
 1218 -9.4838758390E-03 +2.7366778886E-01
 1219 -4.6586603666E-01 +1.0341142337E-01
 1220 +2.5267748314E-01 +3.5520538016E-01
 1221 -9.4757457082E-02 +2.9640334243E-01
 1222 +4.5214621423E-01 +1.6262934096E-01
 1223 +5.5871521876E-01 +2.8482307419E-01
 1224 +2.5628247898E-01 +3.5341229040E-02
 1225 +4.2471745019E-01 +9.6232650205E-02
 1226 +9.5868757996E-02 +3.4236778098E-01
 1227 +1.0950193879E+00 +1.8814378095E-01
 1228 -6.0220388763E-02 +6.4075495869E-02
 1229 +4.7787088874E-01 +2.8820770989E-01
 1230 -7.2906636405E-02 +5.7807978786E-02
 1231 -3.5278674409E-02 +1.4329805109E-01
 1232 +1.0421486497E+00 +5.3533350627E-02
 1233 +3.0515854716E-01 +3.9058540964E-01
 1234 +1.4014682912E+00 +1.1659957762E-01
 1235 +7.4408973870E-01 +6.8799821987E-02
 1236 +2.2921608563E-01 +2.3376345620E-01
 1237 -3.7064603412E-01 +1.8402164027E-01
 1238 +1.3430162370E+00 +2.9757859302E-01
 1239 +4.4491045599E-01 +3.4151462664E-01
 1240 +5.1668303192E-01 +1.0812693978E-01
 1241 +1.3546611266E+00 +3.2676042659E-01
 1242 +9.5895438251E-01 +3.1707911181E-01
 1243 -1.8608320341E-02 +2.5031233248E-01
 1244 +5.6736839109E-01 +2.9046377364E-01
 1245 +5.1724637317E-01 +1.7098881636E-01
 1246 +2.9102157355E-02 +2.2113330614E-01
 1247 +4.5577559255E-01 +5.0691297993E-02
 1248 +1.1093006807E-02 +3.7787369541E-01
 1249 -1.8067105673E-01 +1.5110284314E-01
 1250 +5.1578592280E-01 +3.8214383093E-02
 1251 +1.4092485171E-01 +2.0953659122E-01
 1252 +1.4649807515E+00 +1.1141503873E-01
 1253 -3.9860400507E-01 +1.6319063042E-01
 1254 +8.5601593513E-01 +3.8568576430E-01
 1255 +3.4443974952E-01 +2.8949698389E-01
 1256 -1.8450008338E-01 +3.6436617189E-01
 1257 +5.3120941682E-01 +3.4997146762E-01
 1258 +1.4035596829E+00 +2.1185977527E-01
 1259 +1.3277221187E+00 +2.1153504025E-01
 1260 +1.0245898921E+00 +4.4373177058E-02
 1261 +1.2185517076E+00 +1.0527578667E-01
 1262 +1.0293983575E+00 +3.9828490813E-01
 1263 +2.0081683307E-01 +2.5331088632E-01
 1264 -9.0211951896E-04 +1.4963630353E-01
 1265 +7.9504016787E-01 +2.0712022710E-01
 1266 +6.4281808927E-02 +2.7236872912E-01
 1267 +1.4041622857E+00 +1.5172448520E-01
 1268 -6.0584974981E-02 +3.2613561332E-01
 1269 +6.0367302632E-01 +2.5467687414E-01
 1270 +5.5448900184E-01 +7.6608568410E-02
 1271 +1.2092525010E+00 +1.3899192535E-01
 1272 +4.1257586563E-01 +3.6561005808E-01
 1273 +1.0268525903E+00 +1.5486313776E-01
 1274 +9.9979876894E-01 +1.3304779445E-01
 1275 +4.6404101337E-01 +1.1246630111E-01
 1276 +6.9563170084E-01 +7.1904344414E-02
 1277 +1.9888306286E-02 +5.4434268749E-02
 1278 -2.8120791545E-01 +1.4414375263E-01
 1279 -1.8396127480E-01 +2.0804919980E-01
 1280 +8.7550267289E-02 +2.5880134452E-01
 1281 -1.3899240940E-01 +7.3949719189E-02
 1282 +7.8996425075E-01 +1.1465776415E-01
 1283 +1.3201672063E+00 +3.6289579819E-01
 1284 +1.2567858533E+00 +3.5573026427E-01
 1285 -1.5306112527E-01 +7.3101924677E-02
 1286 -1.2259440571E-01 +3.9535576653E-02
 1287 +6.8493661195E-01 +2.6448401751E-01
 1288 +4.6150449774E-02 +4.9131805227E-02
 1289 +6.2847816102E-01 +9.2464602029E-02
 1290 +2.9583425143E-01 +3.3184125530E-01
 1291 +9.9364245730E-01 +3.0912839168E-01
 1292 -1.0266951962E-01 +6.3403646522E-02
 1293 +1.1005042145E+00 +3.7976563168E-01
 1294 -4.7933768989E-02 +3.9117349194E-01
 1295 +7.6889037884E-01 +3.1062429444E-02
 1296 +4.7583702706E-01 +2.4839815844E-01
 1297 -3.7157480139E-01 +2.1165446366E-01
 1298 -2.3296863613E-01 +1.6120587062E-01
 1299 +8.3815378550E-01 +2.0830092004E-01
 1300 -7.9909356832E-02 +2.7923992984E-02
 1301 +6.9515317088E-01 +1.2677530546E-01
 1302 +8.5700856975E-01 +1.1833696739E-02
 1303 -4.2525765018E-02 +1.4386476795E-01
 1304 +8.1717820565E-01 +7.9873312307E-02
 1305 +8.4588397515E-01 +5.2817685244E-02
 1306 -1.6678552200E-01 +1.5852881537E-01
 1307 +3.6937116045E-01 +1.3408978634E-01
 1308 +1.3296867991E+00 +3.9208356954E-01
 1309 -4.8349839076E-01 +3.6054293652E-01
 1310 +6.8143201192E-01 +1.2704289869E-01
 1311 +7.7173480108E-02 +2.7534713675E-01
 1312 -7.1366918697E-02 +1.3664077527E-01
 1313 -2.6714250285E-01 +3.3881078306E-01
 1314 +1.2299694991E+00 +2.5781556191E-01
 1315 +9.3858820096E-01 +2.2273035554E-01
 1316 +1.4717902220E-01 +1.9607545382E-02
 1317 +8.6601361911E-01 +1.2863557159E-01
 1318 +7.2992816149E-01 +2.3937006806E-01
 1319 +3.8190030448E-01 +3.9220973899E-01
 1320 +1.0776644339E+00 +1.2514301933E-01
 1321 -3.6340409676E-01 +4.1569245639E-02
 1322 +3.8120363264E-01 +1.6850539553E-01
 1323 +3.6423761820E-01 +3.6534852719E-01
 1324 +9.7527538848E-01 +1.0436035430E-01
 1325 +1.4933473949E+00 +2.2954746737E-01
 1326 -2.2124873043E-01 +1.8214554522E-01
 1327 +6.9093491474E-01 +1.8381786214E-01
 1328 -1.8334553166E-01 +2.9985683981E-01
 1329 +7.8047948397E-01 +3.3103547602E-01
 1330 -8.0999558510E-02 +3.2720181257E-01
 1331 +7.3049169328E-01 +8.4483239280E-02
 1332 +9.8882170259E-01 +3.8353806501E-01
 1333 +4.3230184882E-01 +1.6355237992E-01
 1334 +1.1043586124E+00 +2.4234428917E-01
 1335 +8.0014615520E-02 +2.0111773084E-01
 1336 -3.9924086895E-01 +1.1385669117E-01
 1337 -2.2571068769E-01 +2.9267406392E-01
 1338 -7.7742973109E-02 +2.3572977765E-01
 1339 +1.4083813792E+00 +9.5059976785E-02
 1340 -2.0763451243E-01 +3.1798648047E-01
 1341 +1.3388992471E+00 +1.6186264771E-01
 1342 +1.2642496355E+00 +1.7606883168E-01
 1343 +1.3187209116E+00 +1.2196343832E-01
 1344 +5.5138198094E-01 +1.3024701581E-02
 1345 +1.4542741789E-01 +7.7414178093E-03
 1346 +8.9026039191E-01 +9.3125072501E-02
 1347 +1.3972980407E+00 +7.1732758265E-02
 1348 +5.8484235389E-01 +1.2062272516E-01
 1349 +5.3555869760E-01 +2.6205869665E-01
 1350 +5.9106597579E-01 +3.1043616052E-01
 1351 +4.8940049378E-01 +8.1686201411E-02
 1352 +1.0913099286E+00 +4.2989114628E-02
 1353 +4.2440481523E-01 +2.5139862947E-01
 1354 +1.7173962136E-01 +3.3041402606E-01
 1355 +2.4899787175E-01 +5.9940311907E-04
 1356 -1.5698026082E-01 +2.1810827344E-01
 1357 -4.3455147786E-02 +7.7565220756E-02
 1358 +1.0207331085E+00 +2.2520557416E-01
 1359 -1.5262696758E-01 +3.4047413283E-01
 1360 -4.3340694438E-01 +2.7354977842E-01
 1361 +3.4078707220E-01 +3.5895389578E-01
 1362 +1.2483098045E+00 +2.4369465375E-01
 1363 +1.2305024583E+00 +8.3401539011E-02
 1364 -1.3049472169E-01 +1.3578401798E-01
 1365 +1.3413605121E+00 +2.7173872705E-02
 1366 +1.3408419125E+00 +1.6932636582E-02
 1367 +2.5940331398E-01 +2.2623287100E-01
 1368 +1.9586045475E-01 +2.4174675527E-01
 1369 -9.1479378026E-02 +1.4853011054E-01
 1370 -3.6756727724E-01 +8.2631214701E-02
 1371 +2.6555088505E-02 +2.1146706872E-01
 1372 -2.0980810894E-01 +3.6458222608E-01
 1373 +6.3357131799E-01 +3.2066919772E-01
 1374 +7.3488847387E-01 +1.2245893483E-01
 1375 +1.7436688526E-01 +7.8816502654E-02
 1376 +4.3853766329E-01 +3.9354729094E-02
 1377 +1.1248802754E+00 +2.0629067511E-01
 1378 +1.1968440315E+00 +1.8706796436E-01
 1379 +5.0812212940E-01 +9.3673272949E-02
 1380 +6.0458299112E-02 +2.5251710902E-01
 1381 -1.7500403170E-01 +3.0307477614E-01
 1382 +1.4197111483E+00 +3.3799392746E-01
 1383 +9.7344366569E-01 +3.3847996489E-01
 1384 -2.3937586989E-01 +1.6739239507E-01
 1385 +5.6885961228E-02 +1.6490820602E-01
 1386 -4.9833923115E-01 +3.2210803235E-01
 1387 +1.4152859597E+00 +2.4850110909E-01
 1388 +1.2936997830E+00 +5.2042178889E-02
 1389 +6.3442120497E-01 +8.0632109940E-02
 1390 +9.6793205995E-01 +3.2407241259E-02
 1391 +9.8307234947E-01 +3.9010179575E-01
 1392 +6.1358572594E-02 +1.2848795650E-01
 1393 +4.5757500065E-01 +2.1547252624E-01
 1394 +4.9055430465E-01 +6.8738164821E-03
 1395 +3.1372567794E-02 +3.5287736987E-01
 1396 +6.3880247391E-01 +3.2118755200E-01
 1397 +1.1313587802E+00 +2.5270437872E-01
 1398 +8.1849978381E-01 +7.1518849446E-02
 1399 -3.4125638046E-01 +8.7560892215E-02
 1400 +4.4417757746E-02 +1.6262251626E-02
 1401 +1.1735053311E+00 +2.8069002289E-01
 1402 -9.9647731514E-03 +3.3286845339E-01
 1403 +4.1690627807E-01 +1.9271372185E-01
 1404 -5.0394965380E-02 +1.9673644002E-01
 1405 +3.4920789539E-01 +3.1233373577E-01
 1406 +6.1908533691E-01 +1.1711018857E-01
 1407 +2.8428715608E-01 +3.5835140650E-01
 1408 +2.8563089325E-01 +8.2725534783E-02
 1409 -3.2200391814E-01 +1.4611830734E-02
 1410 +9.6628286406E-01 +3.4637301650E-01
 1411 +1.0882973345E+00 +3.8926228563E-01
 1412 +5.4393933173E-01 +5.7538861795E-03
 1413 +8.2483088014E-01 +1.1069680369E-01
 1414 +1.3301127395E-02 +1.4915140505E-01
 1415 +8.5432039127E-01 +2.3785906837E-01
 1416 -1.2553588803E-01 +1.6577398186E-01
 1417 +1.3604217075E+00 +2.3218591617E-01
 1418 +1.1650521055E+00 +1.2697811426E-01
 1419 +6.6333277262E-01 +2.3441843118E-01
 1420 +9.3949466983E-01 +5.5163952452E-02
 1421 -2.2274856655E-01 +7.0308482949E-02
 1422 +7.9845299321E-01 +2.3872841360E-01
 1423 +9.9509267529E-01 +2.3918392372E-01
 1424 +3.0094688922E-01 +3.6933113361E-01
 1425 +5.3910929236E-01 +3.8296264721E-01
 1426 +1.4280588751E+00 +2.7579474128E-02
 1427 +5.4479949078E-01 +2.3021771839E-01
 1428 -1.4733139150E-01 +9.3977770453E-02
 1429 +1.4481355325E+00 +1.5853805005E-02
 1430 +5.8771178938E-01 +8.2174403159E-02
 1431 +8.0851433747E-01 +6.2064703593E-02
 1432 +8.4426491810E-01 +2.0208921603E-01
 1433 +4.0089371982E-01 +2.6777988091E-02
 1434 -2.4313212428E-01 +3.8689579957E-01
 1435 +5.6185861683E-02 +2.5925968548E-01
 1436 -9.7323921115E-02 +9.5656452043E-02
 1437 -2.4360341523E-01 +1.0549581672E-01
 1438 -3.6140474451E-02 +2.9124894112E-01
 1439 +8.1305611896E-01 +1.8297653780E-01
 1440 +1.4395261656E+00 +1.5005936770E-01
 1441 +1.0198014668E+00 +1.2437247875E-01
 1442 +4.4110819760E-01 +3.5627554747E-02
 1443 -3.2190985900E-01 +2.6082256748E-01
 1444 +3.4146092820E-01 +5.6937994837E-02
 1445 +5.2354052640E-01 +3.2321778211E-01
 1446 +5.0118664424E-01 +4.4234143312E-02
 1447 +7.3500549565E-01 +1.8086318854E-02
 1448 -4.7932041087E-01 +2.6427108050E-01
 1449 +2.3466938352E-02 +1.7869433111E-01
 1450 +1.8631372097E-01 +3.3600608469E-01
 1451 -1.4960624048E-01 +8.7941332970E-02
 1452 -2.8750256947E-01 +6.4965291582E-02
 1453 +1.2129391537E+00 +2.9768833445E-01
 1454 +6.4539060794E-01 +3.4016064460E-02
 1455 -1.0441666427E-01 +1.4195706605E-01
 1456 -1.0552337221E-01 +1.6420496975E-01
 1457 -1.4381202741E-01 +2.6073238018E-01
 1458 +5.0721144389E-01 +3.9397050267E-01
 1459 +6.8998366634E-01 +1.9609506856E-01
 1460 +1.0922101917E+00 +2.1227168186E-02
 1461 -1.5702099414E-02 +4.9667840253E-02
 1462 -3.7513592934E-02 +2.6800442848E-01
 1463 -4.1526788332E-01 +7.3329153664E-02
 1464 -1.9176099302E-01 +2.4262724472E-01
 1465 -8.6020233253E-02 +9.5785661766E-02
 1466 +7.7458204665E-01 +1.1899887959E-01
 1467 +5.6433292420E-01 +9.1965273371E-02
 1468 +8.5764452591E-02 +3.2350030090E-01
 1469 +9.8486287459E-01 +1.1915957914E-03
 1470 -1.1698998074E-01 +2.8229101558E-01
 1471 -4.2684200009E-01 +1.3717429729E-01
 1472 +2.8097077755E-01 +1.3299866318E-01
 1473 +5.3215062139E-01 +1.4139993461E-01
 1474 -2.6414932084E-01 +1.4217625446E-01
 1475 +9.1162675938E-01 +3.6642916364E-02
 1476 -4.9232062238E-01 +2.3588666879E-01
 1477 +7.3894243199E-01 +9.4345200323E-02
 1478 +9.4877285264E-01 +4.2224098193E-02
 1479 +1.2672510945E+00 +2.9977954142E-01
 1480 +4.2930334065E-01 +1.1295724845E-01
 1481 +7.9733876153E-01 +2.7702129237E-01
 1482 -2.2655732800E-01 +3.7225521085E-02
 1483 +9.1654465262E-01 +2.2864243478E-01
 1484 +1.1391545073E+00 +1.6370214591E-01
 1485 +3.6746589184E-02 +2.2254069076E-01
 1486 +7.6548285451E-01 +2.0162227854E-02
 1487 +1.4687219809E+00 +3.3631583084E-02
 1488 +9.8573937556E-01 +1.3729393988E-01
 1489 +1.1097918784E+00 +2.9083275737E-01
 1490 +7.0620722375E-01 +1.1605655401E-01
 1491 -2.6914484183E-01 +8.3604564825E-02
 1492 +1.1023993402E+00 +6.6501965756E-02
 1493 +1.3087359363E+00 +3.1312420288E-01
 1494 +7.5804452636E-01 +2.9506503497E-01
 1495 +1.0086264186E+00 +3.6519513257E-01
 1496 +1.1060098988E-01 +2.7527916362E-01
 1497 +5.7279273493E-01 +3.2589915498E-01
 1498 +7.8514852018E-01 +3.4440020112E-01
 1499 -2.8458037675E-01 +3.6267416698E-01
 1500 +5.0240864094E-01 +1.6538100577E-01
 1501 +6.3108824029E-01 +2.9296553954E-01
 1502 +1.4333918659E+00 +2.4394617827E-02
 1503 +3.9026071701E-01 +2.5434246404E-02
 1504 +1.0165331534E+00 +1.9106425722E-01
 1505 +1.2752554318E+00 +1.7847100031E-01
 1506 +1.2161606715E+00 +2.7451847484E-01
 1507 +1.4682339328E+00 +1.0096401485E-01
 1508 +5.4959033341E-01 +2.7007724520E-01
 1509 +3.5689128490E-01 +3.3747716464E-01
 1510 -3.8958628640E-01 +3.8874983013E-01
 1511 +1.1216362042E+00 +1.2836431158E-01
 1512 +1.2390410167E+00 +3.3177609868E-01
 1513 -2.1013901936E-01 +1.7705783511E-02
 1514 -1.6453681260E-01 +2.2363786179E-01
 1515 +3.0741272242E-01 +8.1098191654E-02
 1516 +1.1240323862E+00 +1.3951569191E-01
 1517 -4.0964444732E-01 +1.5553467199E-01
 1518 +3.8903146073E-01 +9.9206389633E-02
 1519 -3.1298516383E-01 +2.3638317097E-01
 1520 +5.2063907283E-01 +3.9592741630E-01
 1521 +4.7702162777E-01 +2.9895653741E-01
 1522 +7.5199944768E-01 +1.2041802077E-01
 1523 +5.9593561568E-01 +3.6559897298E-01
 1524 +3.2585943083E-01 +2.4805928626E-01
 1525 +9.2693606955E-01 +8.1349199862E-02
 1526 +1.3058431946E+00 +3.3499537470E-01
 1527 +3.1299836678E-01 +3.1050179833E-01
 1528 +1.1697672188E+00 +3.7044200207E-01
 1529 +6.2286946372E-01 +2.2722739365E-01
 1530 +1.7248952083E-01 +2.0444955455E-01
 1531 +2.2048741810E-01 +3.2922268097E-01
 1532 -2.5636504760E-01 +2.4249914782E-01
 1533 +1.3234962079E+00 +8.6684342936E-02
 1534 -2.9505128923E-02 +6.7705762865E-02
 1535 +8.7987660524E-01 +3.2624947174E-01
 1536 +2.4450818569E-03 +3.8479162754E-01
 1537 +1.0177753398E+00 +8.5348150400E-02
 1538 +1.2476597895E+00 +1.4569135647E-01
 1539 +1.2512456179E+00 +1.1635720148E-01
 1540 +1.1601474672E+00 +5.9200151242E-02
 1541 +1.0572218186E+00 +8.7397534583E-02
 1542 +1.8390529429E-01 +2.5543532788E-01
 1543 +1.4637250876E+00 +1.7355726710E-01
 1544 +1.9045016366E-01 +3.4261684555E-01
 1545 +9.1002681701E-01 +2.1593683276E-01
 1546 +1.5699807551E-01 +3.7160300011E-01
 1547 -3.4606653012E-01 +1.1940856108E-01
 1548 -4.9551108806E-01 +2.7625689072E-01
 1549 +1.0738474648E+00 +6.0655063209E-02
 1550 +7.5275432928E-01 +8.7079362423E-02
 1551 +3.5269145236E-01 +8.4510182874E-03
 1552 +6.6605871006E-01 +1.2081771360E-01
 1553 -2.5688412574E-01 +1.4820643922E-02
 1554 -4.6841743784E-01 +2.3752585174E-01
 1555 -3.0725069775E-01 +2.0696203311E-01
 1556 +6.7706934682E-01 +2.7904711484E-01
 1557 -3.8143573961E-01 +2.7468654726E-01
 1558 +1.2633970585E+00 +3.9197392697E-01
 1559 -2.2321398421E-01 +9.0736540770E-02
 1560 -4.9877829512E-03 +1.7968311142E-01
 1561 +1.1147946619E+00 +2.3317409890E-02
 1562 +9.6930073982E-01 +1.6777148692E-01
 1563 +1.3292750869E+00 +3.1777462158E-01
 1564 +4.5374698598E-01 +2.2085739625E-01
 1565 +1.1056574625E+00 +8.2991637442E-02
 1566 +8.2227990397E-01 +2.8160341968E-01
 1567 +1.4097687565E+00 +1.5976914971E-01
 1568 +5.3544521416E-01 +1.4106761871E-01
 1569 +4.2883552988E-01 +1.1913143620E-02
 1570 -2.6302800896E-02 +2.4789342065E-01
 1571 -3.3256797097E-01 +1.2774375045E-02
 1572 +1.2551365350E+00 +3.0368724019E-01
 1573 +5.1526140636E-01 +5.4286479894E-02
 1574 +7.2775392224E-01 +3.4391337336E-02
 1575 +1.1267971641E+00 +4.5420161518E-02
 1576 -1.2945258127E-01 +3.2232753872E-01
 1577 +4.7125103187E-01 +1.3762106765E-01
 1578 +6.9631460980E-01 +5.5461793111E-02
 1579 +1.2037277754E-01 +3.6334718145E-01
 1580 +6.3374556804E-02 +3.3936740566E-01
 1581 +1.0282380173E+00 +3.9097395243E-01
 1582 +1.4686876043E-01 +1.6806980329E-01
 1583 +9.0409597500E-01 +2.4037016672E-01
 1584 +3.5984620492E-01 +3.7929388683E-01
 1585 +4.3644846830E-01 +3.0334234307E-01
 1586 +4.4687486672E-01 +1.2467802491E-02
 1587 +9.7132138459E-01 +3.2554585322E-01
 1588 -2.8734345857E-01 +3.9589818103E-01
 1589 +1.1919623668E+00 +1.3875253279E-01
 1590 +1.3700630244E+00 +2.0343503111E-01
 1591 +5.6896727508E-01 +3.3422873751E-01
 1592 +4.1147648939E-01 +1.3676760184E-01
 1593 +3.8358415944E-01 +1.6964265880E-01
 1594 +1.8329369803E-01 +3.1260020880E-01
 1595 +6.0410668630E-01 +4.2142468287E-02
 1596 +6.3788123768E-01 +3.6843023661E-01
 1597 +4.7520018944E-01 +3.9438173233E-01
 1598 +1.1373320179E-01 +9.4901044478E-02
 1599 +1.3830440920E-01 +2.0057888556E-02
 1600 +9.6268481184E-01 +1.2755144939E-01
 1601 +7.8881344066E-01 +4.0899854898E-02
 1602 -2.2099963406E-01 +4.0021514211E-03
 1603 -4.2623757773E-01 +2.8580024112E-01
 1604 -4.8368698885E-01 +1.0396394949E-01
 1605 +1.4704647811E+00 +4.6186646313E-02
 1606 +2.6817640623E-01 +6.9092416719E-02
 1607 +4.1645890988E-02 +4.8788137177E-02
 1608 +1.4990297610E-01 +3.3561427293E-01
 1609 -8.7805038324E-02 +2.4045225352E-01
 1610 -4.4097071459E-01 +8.8909370384E-02
 1611 -8.5755300782E-02 +2.4128027892E-01
 1612 +1.2165443267E-01 +6.1555080319E-02
 1613 +4.1494923314E-01 +3.5261653530E-01
 1614 +4.4388567508E-01 +4.8654347267E-02
 1615 +1.3619732626E+00 +1.9566673205E-01
 1616 +1.4603472573E+00 +7.9272305571E-03
 1617 -6.8909145689E-02 +3.0988703481E-01
 1618 -3.8487447394E-01 +1.6900366932E-01
 1619 -7.4482170835E-02 +3.7248355298E-01
 1620 +7.0808015779E-01 +2.9099009204E-01
 1621 +4.4574262135E-01 +2.8462907575E-01
 1622 +5.7479223662E-01 +3.5519043355E-01
 1623 +6.1372442287E-01 +2.5822770033E-01
 1624 +7.4758081030E-01 +3.2864149044E-01
 1625 +8.3050158154E-01 +1.1977243401E-01
 1626 -2.8562406014E-01 +1.6214796470E-01
 1627 +9.4841194440E-01 +2.6103278852E-01
 1628 -3.3039886015E-01 +2.5065378866E-01
 1629 +5.7065185521E-01 +2.6068446963E-01
 1630 +6.4904057552E-01 +1.2819724929E-01
 1631 -9.7753897185E-02 +3.4758610468E-01
 1632 +6.8757335603E-01 +2.0125696421E-01
 1633 +9.7465429165E-01 +2.8379336118E-01
 1634 +4.2226610679E-01 +2.7655560786E-01
 1635 +5.0758128480E-01 +2.4813177931E-01
 1636 +9.9106322950E-01 +1.4114325088E-01
 1637 +8.0820907931E-02 +3.8288069869E-01
 1638 -5.4586891270E-02 +2.5966153804E-02
 1639 -4.0209683965E-01 +3.4545674918E-02
 1640 +1.4915083795E+00 +1.9172652982E-01
 1641 +1.4454522617E+00 +4.6414076700E-02
 1642 +1.2529647652E+00 +8.1475744013E-02
 1643 +1.1594578685E-02 +1.7551919273E-01
 1644 +1.1901342824E+00 +3.1211683957E-01
 1645 +1.0385046203E+00 +7.2569538600E-02
 1646 -2.0468605143E-01 +8.9068151129E-02
 1647 +5.2519131794E-01 +1.0876614535E-01
 1648 +2.3761302405E-01 +1.9122041700E-01
