Index a_A_1             c_A_2             e_A_3             g_A_4             i_A_5             b_phi_1           d_phi_2           f_phi_3           h_phi_4           j_phi_5          
 3928 -2.7399921774E+01 -2.5984742172E+01 -2.2891719261E+01 -2.8055824811E+01 -2.9061729029E+01 +1.5533412712E+02 +3.3060286759E+02 +5.3517955743E+01 +1.0632980058E+02 +9.9761926759E+01
 3929 -1.6892010168E+01 -6.1243260007E+00 -1.7838063186E+01 -8.1883764357E+00 -1.1224326022E+01 +2.1203690414E+02 +1.3487735526E+02 +1.9222549538E+02 +1.2710195584E+02 +3.2798589834E+02
 3930 -1.2164625916E+01 -4.6617748660E+00 -2.2340035829E+01 -1.6913372614E+01 -1.8577340555E+01 +6.7478591069E+01 +2.2402458678E+02 +1.1414575022E+02 +1.6526893518E+02 +2.0337101519E+02
 3931 -2.5220499817E+01 -2.4269611628E+01 -1.1452738822E+01 -1.0513868390E+01 -1.8766078198E+01 +4.2172545318E+01 +1.9049162127E+02 +2.6884802593E+02 +3.4632631974E+02 +1.6365998173E+02
 3932 -2.1229869586E+01 -2.6005051201E+00 -1.1440931817E+01 -6.7298452165E+00 -5.7231466107E+00 +3.3194827805E+02 +7.2272122321E+01 +2.2043960697E+02 +1.8359055995E+02 +2.1737661871E+01
 3933 -1.2130919645E+01 -2.0830645844E+01 -1.3001315723E+01 -9.2681340453E+00 -2.4559151311E+01 +6.9140390822E+01 +1.2644506268E+02 +2.2761681562E+02 +8.6028340485E+01 +1.0558349370E+02
 3934 -1.1216469018E+01 -2.1444472791E+01 -1.8666171815E+01 -2.5068444186E+01 -2.1399963380E+01 +2.2857951773E+02 +1.2244232249E+02 +1.4602110404E+02 +1.0380228651E+02 +1.0717822714E+02
 3935 -1.6854750303E+01 -1.0144842351E+01 -1.8360680802E+01 -1.3019214677E+01 -9.4198695544E+00 +1.4245970040E+02 +2.0580297489E+02 +2.5773786612E+02 +2.6808695034E+02 +3.0025095169E+02
 3936 -1.9542069331E+01 -6.4781514435E+00 -2.2251021556E+01 -2.5943765420E+01 -1.1486988703E+00 +1.3845802520E+02 +3.1129424992E+02 +2.4979380498E+01 +1.2235452888E+02 +1.0037010365E+02
 3937 -8.6776722344E+00 -2.3721618182E+00 -2.6562497130E+01 -2.4226166721E+01 -2.2802457915E+01 +9.7882416045E+01 +2.4327581125E+02 +3.5063630754E+02 +3.5113526867E+02 +2.9421992497E+02
 3938 -1.4903744142E+01 -2.4335396958E+01 -7.4321389025E+00 -2.8619128890E+01 -1.1105326383E+01 +6.1708478374E+00 +1.3552582456E+02 +1.0525912463E+02 +3.1879535256E+02 +3.0820721439E+02
 3939 -3.6967321368E+00 -1.4589045289E+01 -1.0485928015E+00 -1.8652831484E+01 -1.7891732548E+00 +1.6790469993E+02 +1.1059492068E+02 +1.6221281511E+02 +2.1998978294E+02 +2.8506522797E+02
 3940 -1.1895286274E+01 -9.3636644450E+00 -2.1687593031E+01 -2.0158519802E+01 -1.2364628291E+01 +1.5189136631E+02 +3.9451272188E+01 +3.5005018608E+01 +3.5147586582E+02 +1.1221552416E+02
 3941 -2.8157970497E+01 -1.7963310348E+01 -7.5066438025E+00 -2.9693715581E+01 -1.2951329020E+00 +3.5152668308E+02 +2.6505784894E+02 +1.9258503941E+02 +2.3702740938E+02 +3.1791657713E+01
 3942 -1.9310650730E+01 -7.4497380355E+00 -4.3636263355E+00 -1.8127928857E+01 -6.8531993358E+00 +1.8499234832E+01 +1.9433209484E+02 +2.5848096708E+02 +8.9079111468E+01 +1.5614678119E+02
 3943 -1.0335016395E+00 -2.2866991681E+01 -1.4041744983E+01 -7.2392967422E+00 -1.4661245506E+01 +2.2202408437E+02 +1.0081943756E+02 +7.9903248871E+00 +2.1176103520E+02 +2.4047100985E+00
 3944 -2.7455147991E+01 -1.7649081894E+01 -1.7883188513E+01 -2.2000881417E+01 -2.7985436705E+01 +1.3370462251E+02 +7.5528432359E+00 +3.2539763742E+01 +7.0816601338E+01 +6.8318869369E+01
 3945 -1.7195719130E+01 -3.0138233012E+00 -1.5771274013E+01 -2.3719354075E+01 -1.7719878717E+01 +2.0868932000E+02 +5.8527500451E+01 +3.3538207194E+02 +2.6557008308E+02 +3.2735886305E+02
 3946 -4.7413256518E-01 -1.1180406585E+01 -2.6015944727E+01 -2.3217598471E+01 -1.3574899908E+01 +2.9345987722E+02 +2.4501248636E+02 +1.0164890593E+02 +3.3428896715E+02 +2.3424442798E+02
 3947 -9.5365556408E+00 -2.2518375168E+01 -5.5463357133E+00 -2.0659629359E+01 -6.0817272965E+00 +1.0964387833E+02 +1.4077146101E+02 +2.0636104928E+02 +2.1365522899E+02 +3.0498023678E+02
 3948 -1.8673229730E+01 -7.5408764199E+00 -5.3467338115E+00 -3.8777980316E+00 -5.1958857929E+00 +2.4065182717E+02 +5.5535405751E+01 +1.0248655624E+02 +8.2764239604E+01 +2.3734438210E+02
 3949 -2.4961755806E+01 -1.0208404596E+01 -2.3024167083E-02 -1.0272094334E+01 -9.2033392904E+00 +3.0184108866E+02 +2.2823920231E+02 +7.4175742005E+01 +2.1995065349E+02 +2.2085769870E+02
 3950 -1.4652473759E+01 -1.8633897306E+00 -2.2748868959E+01 -2.4343811517E+01 -2.8410956865E+01 +3.0953654843E+02 +9.7634744697E+01 +1.8896804828E+02 +2.4235890152E+02 +1.9077887978E+02
 3951 -1.5767787329E+00 -9.1076859142E+00 -8.0414738757E+00 -1.3082294101E+01 -1.8279508963E+01 +1.4441357486E+02 +2.0643438913E+02 +1.6441550236E+02 +1.0001788369E+02 +1.8616067407E+02
 3952 -1.4537473056E+01 -3.7622968413E+00 -1.0389176912E+01 -2.3376088657E+01 -5.0444774226E+00 +2.5613445179E+02 +2.6851086609E+02 +2.1168001495E+02 +3.2503661375E+02 +7.2507805520E+01
 3953 -2.0888415328E+01 -1.0202397873E+01 -4.5322241342E+00 -2.0130195576E+01 -1.7349268453E+01 +3.8621664627E+01 +2.2943393893E+02 +2.8313478223E+02 +3.0953775795E+02 +1.7078569706E+02
 3954 -5.2682153414E-02 -2.7825476802E+01 -8.7043698540E+00 -1.9093041723E+01 -2.3384071527E+01 +4.6514253521E+01 +9.0096539912E+01 +2.8812245167E+02 +2.6070578079E+02 +2.7013462474E+02
 3955 -5.4734479042E+00 -5.6561393724E+00 -2.0996969038E+01 -2.1367899506E+01 -1.0469059119E+01 +1.1144422892E+02 +2.7343581492E+02 +1.7471008820E+02 +4.0296516599E+01 +1.8580768676E+02
 3956 -2.9402786326E+01 -7.6203816687E-01 -6.1119851022E+00 -1.6884312443E+01 -1.0199602936E+01 +2.6232703130E+02 +2.3215944854E+02 +1.3509699936E+02 +3.2587889298E+02 +1.2553059508E+02
 3957 -2.8175481305E+01 -8.1338477656E+00 -6.6573327141E-01 -4.4789057479E+00 -1.6183124715E+01 +5.3416002414E+01 +1.8174952272E+02 +3.3542583964E+02 +1.3874849642E+02 +1.7553039252E+02
 3958 -1.1395182358E+01 -1.4640105739E+01 -7.1571752322E+00 -2.2302434254E+01 -1.8323630806E+01 +1.6463000235E+00 +5.9460772292E+01 +5.7988837557E+01 +1.7823836901E+02 +1.3485570520E+01
 3959 -2.3429127021E+01 -2.1132110533E+00 -7.1733313381E+00 -3.2945468758E+00 -7.4902440672E+00 +8.3192122170E+01 +8.2405707115E+01 +3.4838886038E+02 +3.1840536295E+02 +2.3860503234E+02
 3960 -2.4473722557E+01 -2.3798408113E+01 -1.2204380165E+01 -1.8409515148E+01 -2.3983808716E+01 +2.6975755613E+02 +2.8856565862E+02 +2.6523908020E+02 +1.1900636874E+02 +2.8768581801E+02
 3961 -2.0073196385E+01 -4.2918862680E+00 -4.6462354597E+00 -7.1002740633E+00 -1.8826753487E+01 +2.1795329987E+01 +1.2736358260E+02 +2.2687194647E+02 +1.9582976218E+02 +1.9552334144E+02
 3962 -1.0995407138E+01 -6.5362873177E+00 -1.9996851357E+01 -1.8639984753E+01 -2.8602164505E+01 +3.1888606670E+02 +2.3175393420E+02 +1.0693080215E+02 +1.7051145449E+02 +2.7756923439E+02
 3963 -6.1869591293E+00 -2.0140992745E+01 -1.0173142494E+01 -3.6444426953E+00 -1.5441421217E+01 +2.9354052958E+01 +2.0722375360E+02 +2.2589829907E+02 +1.4615890756E+02 +1.6883884942E+02
 3964 -5.3151582025E+00 -2.6617012430E+01 -2.3549862018E+01 -6.5216648732E+00 -2.5923589833E+01 +1.0006203710E+02 +9.9311466138E+01 +1.9411182777E+02 +2.9916180364E+02 +1.3210258314E+02
 3965 -2.9040042146E+01 -1.9069116346E+01 -5.1220416385E+00 -2.6742341483E+01 -2.8438956393E+00 +3.2632510619E+02 +2.2157802032E+02 +2.3441315567E+02 +6.0191662849E+01 +3.5131086516E+02
 3966 -8.6676997310E+00 -2.6351896415E+01 -1.2544792493E+01 -1.6856689793E+01 -2.8788856126E+01 +3.4256496487E+02 +3.4694426148E+02 +2.6844945659E+02 +1.2522451856E+01 +2.9553923535E+02
 3967 -1.2601358339E+01 -2.8563304671E+01 -1.6569008658E+01 -1.1814538684E+01 -2.0764129881E+01 +2.8278277050E+02 +2.7623724951E+02 +1.5613235073E+02 +1.3848650184E+01 +1.0130696486E+02
 3968 -5.8581153577E+00 -8.2517433815E+00 -1.9406898655E+01 -6.7459750014E+00 -2.0458384091E+01 +1.2613356086E+02 +3.3660286235E+02 +1.7701342707E+02 +3.0584441470E+02 +1.1781883551E+02
 3969 -1.5065676293E+01 -2.6745851636E+01 -9.1056768935E-01 -2.1537946859E+01 -1.9673789977E+01 +3.5269321949E+00 +8.1942578664E+01 +3.1384607278E+02 +3.2802228283E+02 +9.0948699676E+01
 3970 -1.2286439017E+01 -1.9736221966E+01 -1.1829576722E+01 -2.3349976856E+01 -2.0872264850E+01 +1.4867919817E+02 +1.3536382995E+02 +2.7973374579E+02 +4.7400484819E+00 +2.8550370083E+01
 3971 -2.2115083405E+01 -2.9762022503E+01 -2.4830448573E+01 -1.3052020550E+01 -1.4204423321E+01 +1.7662457643E+02 +1.3305458472E+02 +1.6086039697E+02 +2.5899310464E+02 +9.7642805040E+01
 3972 -2.7158820557E+01 -9.2153771799E+00 -1.0436052845E+01 -1.3392762804E+01 -5.0296240292E+00 +1.6389301487E+02 +8.1542485816E+01 +2.9460108848E+02 +1.3881418419E+01 +1.5654616915E+02
 3973 -2.6337207345E+01 -1.4588309213E+01 -2.8963688979E+00 -1.3978330709E+01 -5.1361271834E+00 +2.4147401940E+02 +2.3773576064E+01 +1.5538569246E+02 +1.3930401780E+02 +3.1523438802E+02
 3974 -1.6221022809E+01 -6.7456238829E+00 -1.1450956068E+01 -2.4259224552E+01 -1.5965645526E+01 +3.1368267196E+02 +2.8263294161E+02 +1.5648809484E+02 +3.0754782622E+02 +2.7270790645E+02
 3975 -2.2292063789E+01 -1.6133081819E+01 -2.0733555689E+00 -1.7376308545E+01 -9.2262749545E+00 +1.6924347343E+02 +5.8562277284E+01 +6.4958477503E+01 +2.7996633398E+02 +3.7744835689E+01
 3976 -2.9054666764E+01 -4.6546450472E+00 -2.1933692722E+01 -1.7380805643E+01 -8.3273346636E+00 +1.0024746655E+02 +3.1497408031E+02 +2.2891598127E+02 +2.7697008254E+02 +2.9700960660E+02
 3977 -2.7891814375E+01 -2.3179704560E+01 -7.3881396096E+00 -2.9762838957E+01 -1.7805340165E+01 +3.2038185016E+02 +6.3611891837E+01 +4.1541438854E+01 +2.7330698232E+02 +1.2580185408E+02
 3978 -1.0520605900E+01 -1.9665341965E+01 -1.2274289573E+01 -1.7521244550E+01 -9.4938400606E+00 +1.0238535808E+01 +3.5022058914E+02 +7.4771149741E+01 +5.0155736143E+01 +1.0221824888E+02
 3979 -8.0937909180E+00 -7.4376785238E+00 -1.8874088973E+01 -8.0393493952E+00 -2.1258524079E+01 +1.1589640847E+02 +1.6365723573E+02 +3.4979991239E+02 +2.7911394859E+02 +2.7228607426E+02
 3980 -2.4644834337E+00 -2.2284536311E+01 -1.1198996937E+01 -3.0344949008E+00 -5.6801044655E+00 +7.2961791686E+01 +2.5835148561E+02 +1.4378004863E+02 +2.4757278157E+02 +1.8011890869E+02
 3981 -8.6318086293E+00 -2.8338951434E+01 -1.9896432168E+01 -1.7352510128E+01 -6.2827311222E-01 +1.5559871636E+02 +1.4282228918E+01 +3.5699913378E+02 +1.4358014346E+02 +2.1500866627E+01
 3982 -7.3529000405E+00 -2.8991231853E+01 -1.6722565557E+01 -2.9611314318E+01 -4.0073860970E+00 +9.0047586443E+01 +2.0870111322E+02 +2.0562804396E+02 +3.5184862232E+02 +3.5410276377E+02
 3983 -1.6110709412E+01 -1.4115725814E+01 -8.4719927863E+00 -5.4800691246E+00 -2.7978046764E+01 +1.0572830801E+00 +3.3773836674E+02 +1.8818100697E+02 +2.2301339795E+02 +2.2540896094E+01
 3984 -5.7543986557E+00 -2.8241376253E+01 -6.9726055014E-01 -1.5019628122E+01 -2.0364290748E+00 +8.2068686592E+01 +3.5762814682E+02 +8.7113557908E+01 +1.3162774775E+02 +1.1599924191E+02
 3985 -1.5673711911E+01 -9.0460904527E+00 -1.9138353785E+01 -4.5094250915E+00 -2.8534261093E+01 +1.8446277778E+01 +1.7306476599E+02 +3.5356050816E+02 +3.4576124537E+01 +2.9015512609E+02
 3986 -1.3457485704E+00 -2.4221594916E+01 -1.3620682751E+01 -1.5761300146E+01 -7.6237114321E+00 +4.7328029953E+01 +1.5177502051E+02 +2.0428006045E+02 +1.1410797940E+02 +2.2952972808E+02
 3987 -2.2422164467E+00 -1.9509404764E+01 -1.7997836618E+01 -1.1734331407E+00 -9.6226491618E+00 +1.7888166241E+02 +1.1768243395E+02 +7.0734235773E+01 +2.6026003122E+02 +1.8089721813E+02
 3988 -6.7688346901E+00 -5.3198944876E+00 -2.7401200767E+01 -1.0924948291E+01 -1.8032625951E+01 +1.9406353793E+02 +1.8278466292E+02 +2.3010523589E+02 +1.5946240156E+02 +2.2477841649E+02
 3989 -1.7676285152E+01 -1.8659516510E+01 -1.0570492215E+01 -2.9157225970E+01 -3.7795965635E+00 +4.9225656269E+00 +2.1202021570E+02 +7.7044167755E+00 +1.7324296452E+02 +1.6768085885E+02
 3990 -8.6144453952E+00 -1.2447812855E+01 -2.6827910387E+00 -8.2522706142E+00 -1.0108257018E+01 +3.4101084338E+02 +2.1869965253E+02 +1.1233075018E+02 +5.4322973600E+01 +1.4633365902E+02
 3991 -1.7442480661E+01 -2.9364664969E+01 -2.7813787916E+00 -6.3613289937E+00 -4.1739927447E+00 +3.4361146540E+02 +2.7954409267E+02 +2.5262338058E+02 +2.6289317172E+02 +2.4868236630E+02
 3992 -1.8269488549E+01 -4.1645647584E+00 -2.0397681735E+01 -2.1559527528E+00 -7.0961915561E+00 +8.5439775416E+01 +1.5902540349E+02 +3.0788092335E+02 +5.3002473256E+01 +2.8570536877E+02
 3993 -9.8629739385E+00 -1.3024148078E+01 -1.3082564042E+01 -4.6783168470E+00 -7.1973486092E+00 +1.3034206633E+02 +2.8802328141E+02 +9.2087340926E+00 +1.1006778164E+01 +7.8412832980E+01
 3994 -8.1447557826E-03 -2.8586535616E+00 -1.5294478441E+01 -4.1330130761E+00 -1.3200103892E+01 +9.5695764349E+01 +2.9860339315E+02 +2.5987259013E+02 +2.3374400004E+02 +7.7878248943E+01
 3995 -2.1607633339E+00 -3.7444672354E-02 -1.2602205672E+01 -2.4433070267E+01 -2.8554887719E+01 +1.6035975692E+02 +1.5784654596E+02 +1.3992415292E+02 +9.8316375573E+00 +3.3754472565E+02
 3996 -1.1362118941E+01 -2.8769863394E+01 -1.8803190258E+00 -2.6707769943E+01 -2.9351224128E+01 +2.1773591248E+02 +2.1304319192E+02 +1.7566096965E+02 +1.2962761984E+02 +4.4188065856E+01
 3997 -2.6158521011E+01 -2.9931210481E+01 -4.4041481974E+00 -2.4557141890E+01 -7.0822104432E+00 +5.9063065311E+01 +3.1128087762E+02 +6.1361035288E+01 +2.1479878204E+02 +1.4672537483E+01
 3998 -5.7878452047E+00 -4.3334233912E+00 -1.2024532705E+01 -2.9834070464E+00 -6.3153355994E+00 +2.4481814458E+02 +2.9515515659E+02 +2.4599604631E+02 +2.5869931510E+02 +6.7266191022E+01
 3999 -2.4448618082E+01 -1.9057209002E+01 -1.1648741970E+01 -1.6433519956E+01 -2.1608535504E+00 +2.2412927156E+02 +2.3289502853E+02 +1.8502887036E+02 +4.6001372658E+01 +2.1460201068E+02
 4000 -1.1100662279E+01 -7.9606102878E+00 -8.8492964728E+00 -2.7801481599E+01 -8.8542923414E+00 +2.2758645306E+02 +2.0591803599E+02 +3.1661675400E+02 +3.1943285218E+01 +5.3810835603E+01
 4001 -1.9815172610E+01 -1.1229028718E+01 -2.9024966090E+01 -1.1907555679E+01 -1.7143348600E+01 +2.2921402446E+02 +1.1336549937E+02 +3.3380107130E+02 +2.8214188169E+02 +2.3259044320E+02
 4002 -1.8856913849E+01 -1.6787611496E+00 -1.0538527266E+01 -2.4054010038E+01 -1.7335574520E+01 +2.8885180067E+02 +3.2207033592E+02 +1.1792074491E+02 +1.1993772121E+02 +2.0907049920E+01
 4003 -2.9564685453E+01 -5.5760498858E+00 -3.8100111005E+00 -2.1703741455E+01 -5.1310368476E-01 +1.6149430871E+02 +7.7897684105E+00 +3.1567167887E+02 +5.5692076248E+01 +3.0556119747E+02
 4004 -1.0454336323E+01 -2.6391014228E+01 -2.3189453365E+01 -2.8591978854E-01 -2.4399370681E+01 +3.5119267534E+01 +2.6954742034E+02 +2.5609249593E+01 +8.3543533946E+01 +1.2472512496E+02
 4005 -2.4415010096E+01 -1.7033642714E+01 -2.4801677976E+00 -2.3889303270E+01 -7.6735750839E+00 +1.3287562023E+02 +6.9893788911E+01 +1.9955735155E+02 +7.3116078543E+00 +2.5868778347E+02
 4006 -2.1099008082E+01 -2.2389896312E+01 -6.5127978856E-01 -1.9737052156E+01 -5.9098123553E+00 +1.6501842543E+02 +1.0517958304E+02 +3.2839562458E+02 +3.5778003418E+02 +2.2593205167E+02
 4007 -2.4683557285E+01 -1.4323680328E+01 -2.7619016951E+01 -1.9650160218E+01 -1.0783089744E+00 +3.0248975550E+02 +5.7511524775E+01 +1.3720547272E+02 +9.7491439091E+01 +2.1538544295E+02
 4008 -1.5688612530E+01 -4.3106111687E+00 -8.8839382414E+00 -1.4194750325E+01 -2.8931589534E+01 +5.5864755463E+01 +2.3348019902E+02 +4.5534908889E+01 +3.3076084824E+02 +1.5074623425E+01
 4009 -1.0270392971E+01 -1.9380043803E+01 -2.8610112433E+00 -1.7098981583E+01 -2.6319606106E+01 +5.7919126362E+01 +3.5204396700E+02 +2.6312053406E+02 +3.0886584925E+02 +7.3495233540E+01
 4010 -9.6199171076E+00 -9.2316994034E+00 -1.2009565493E+00 -1.5791316523E+01 -9.6396838660E+00 +1.6278087028E+02 +1.2870659379E+02 +1.1443011976E+01 +2.3353587701E+02 +3.0861272253E+02
 4011 -8.5720616961E+00 -1.8158650100E+01 -1.4139506970E+01 -2.8321734197E+01 -8.0639523236E+00 +3.1664337960E+02 +3.4273109025E+02 +9.3484156821E+01 +1.3328758711E+02 +2.1110320364E+02
 4012 -1.2699509145E+01 -1.5396799693E+01 -1.6932702237E+01 -2.6519788140E+00 -3.4355733508E+00 +2.6561041788E+02 +2.9645874828E+02 +2.4375135513E+01 +4.3656076534E+01 +1.0475376776E+02
 4013 -2.7834206291E+01 -2.4082061673E+01 -4.1282588256E+00 -1.8258526653E+01 -2.6696627550E+01 +1.9980718073E+02 +3.0329954073E+02 +2.2627441374E+02 +9.6684031253E+00 +1.6205234944E+02
 4014 -2.3828744853E+01 -1.5352413908E+01 -1.0276217259E+01 -4.7536916937E+00 -1.3326466273E+01 +2.7870427661E+02 +1.1314221241E+02 +8.4251987186E+01 +1.4461384097E+02 +6.7840191030E+01
 4015 -2.4302796219E+01 -2.8670170265E+01 -2.7087812278E+01 -2.3077417253E+01 -7.0272934941E+00 +2.2684546379E+02 +3.0505701826E+01 +2.9512456356E+02 +2.1654070194E+01 +3.1728449073E+02
 4016 -5.7037426589E+00 -2.2786425606E+01 -3.1126230365E+00 -1.9088442066E+01 -1.9091821769E+01 +5.6177636812E+01 +2.0523348895E+02 +3.4917217386E+02 +3.2465746526E+02 +8.2263739917E+01
 4017 -4.9823616695E+00 -2.6301606219E+01 -2.9674895577E+01 -7.1805689407E+00 -2.5360769425E+01 +2.9932058354E+02 +1.2338156066E+02 +3.1766932209E+02 +5.1126091567E+01 +3.2092415768E+02
 4018 -1.4467575275E+01 -2.2547146907E+01 -8.3607211835E-01 -2.6006364401E+00 -1.7958301259E+01 +2.1618243997E+02 +3.1750541001E+02 +1.1578947307E+02 +1.2533010239E+02 +2.6589804189E+02
 4019 -8.0883087664E+00 -2.4951333090E+01 -2.3245273766E+01 -2.6779853163E+01 -1.8240825650E+01 +2.3164049894E+02 +2.0452077337E+02 +4.2981145549E+01 +9.5686962889E+01 +2.6269112028E+02
 4020 -1.7109425957E+01 -9.4691931198E-01 -4.6375714877E+00 -2.0617190927E+01 -1.6828067123E+01 +5.8608740184E+01 +1.8705853223E+02 +2.3794360244E+02 +1.5610941060E+02 +2.0915991604E+02
 4021 -4.8199290661E+00 -2.8029949651E+00 -2.3364134745E+01 -2.3739475976E+01 -2.3895892016E+01 +4.4752971015E+00 +2.7642877766E+01 +7.0991722810E+01 +6.2342746782E+01 +6.5024378194E+01
 4022 -2.9360372034E+01 -8.7150600134E+00 -2.6700111606E+00 -1.1220903550E+01 -5.6246913549E-01 +3.2388651344E+02 +1.4771841457E+02 +1.2063389881E+02 +1.8384276974E+02 +2.3240217283E+02
 4023 -2.0977717584E+01 -7.8826114401E-01 -1.6437020854E+01 -1.7644048252E+01 -2.3828310059E+01 +7.3651559460E+01 +3.3674787625E+02 +2.9074334569E+02 +9.2204601829E+01 +4.9866981967E+01
 4024 -5.5581181489E+00 -1.2597036017E+01 -2.9228485083E+01 -1.8487391940E+01 -1.1854050337E+01 +9.0607819250E+01 +5.3087711678E+01 +2.5662986205E+02 +4.5130410378E+00 +2.4506556652E+02
 4025 -2.7812056651E+01 -1.2994748947E+00 -2.4315380006E+01 -1.1024616254E+01 -3.5561343205E+00 +6.5819371608E+01 +2.4479694223E+02 +3.5540656060E+02 +1.7558674380E+02 +2.7785502784E+02
 4026 -2.0415486789E+01 -1.1581055418E+01 -1.6626037313E+01 -2.6284414152E+01 -1.3273607408E+01 +1.4175188991E+02 +1.8819331091E+02 +2.7839542851E+02 +1.6742063284E+02 +1.5890499888E+02
 4027 -2.4553260567E+01 -2.0380451453E+01 -1.0530815173E+01 -2.3015117806E+01 -2.9851758197E+01 +3.4385612216E+02 +1.7686532759E+00 +3.5401927637E+02 +2.7058703411E+02 +1.3693820187E+02
 4028 -1.8281427536E+01 -2.9551859848E+01 -6.4209545829E+00 -2.2149840192E+01 -7.1938099400E+00 +2.3032448193E+02 +1.6124918758E+02 +2.5497333929E+01 +1.5304791102E+02 +3.5977973615E+02
 4029 -1.4767945220E+00 -2.2483460659E+00 -2.9475285684E+01 -2.0471361562E+01 -4.8224404161E+00 +9.3264343965E+01 +2.7070553825E+02 +1.5363624103E+02 +7.5793216458E+01 +2.0225754015E+02
 4030 -8.1387632970E+00 -9.3619660896E+00 -2.8978630297E+01 -1.2154443467E+01 -2.9611873364E+01 +1.5050799662E+02 +3.0557993707E+02 +1.7309073384E+02 +2.9022116340E+02 +3.4767820293E+02
 4031 -2.1551732668E+01 -9.2969519382E+00 -9.0159873708E+00 -5.3822064723E+00 -1.1941054831E+01 +2.2100413831E+02 +1.4842087901E+02 +1.8303861446E+02 +3.2175622716E+02 +5.7384285468E+01
 4032 -8.6374460805E+00 -7.2341552894E+00 -9.6552022346E+00 -1.9544554539E+01 -8.1616424499E+00 +3.4978362452E+02 +1.1684755171E+02 +9.6315262580E+01 +1.8905048802E+02 +1.9565962872E+02
 4033 -2.4914127332E+01 -1.6046095350E+01 -1.7488473891E+01 -2.3548523959E+01 -1.7940128658E+01 +1.9426504604E+02 +1.1991588232E+02 +2.5621851373E+02 +4.0143866549E+01 +1.3591127708E+02
 4034 -7.5578696873E+00 -2.0432735529E+00 -1.5013367107E+01 -5.8851120441E+00 -2.6124563522E+01 +3.0243066816E+02 +2.7693874332E+02 +1.3103414822E+02 +2.9072121046E+02 +1.0364273296E+02
 4035 -3.1834117881E+00 -1.4036985293E+01 -1.1681482906E+01 -1.2524270318E+01 -2.5171186192E+01 +3.2893832126E+02 +3.5306792137E+02 +2.3012481366E+02 +2.4997395783E+02 +3.5798294551E+02
 4036 -6.4517077814E+00 -1.7849660755E+01 -2.1604295866E+01 -1.0509238387E+01 -7.0298719657E+00 +6.6730542237E+01 +2.6061554361E+02 +6.2297229160E+01 +1.4198513302E+02 +5.3840103912E+01
 4037 -2.8541467052E+01 -1.0210201769E+01 -6.6989507247E+00 -1.8184166497E+01 -5.9460563212E+00 +3.3488506542E+02 +2.5817112519E+02 +2.8413465686E+01 +8.7728744365E+01 +4.5963627494E+01
 4038 -5.0780246468E+00 -2.8957217883E+01 -2.2183028745E+01 -2.8154457563E+01 -2.4581181183E+01 +1.6193705890E+02 +3.4437808865E+02 +2.7829684010E+02 +3.2005062890E+02 +1.9026266195E+02
 4039 -2.0146373600E+01 -1.1884373389E+01 -1.7680147761E+01 -2.9847450849E+01 -2.6179271815E+00 +2.7605778537E+02 +1.8760035771E+02 +2.9730794369E+02 +2.9379117742E+02 +3.3051896689E+02
 4040 -2.6272925007E+01 -2.0422971734E+01 -1.5833699498E+01 -8.7369123163E-01 -4.8100229172E+00 +1.9725407574E+02 +1.4118678861E+02 +2.4876771049E+02 +1.6976505062E+01 +1.3961517200E+02
 4041 -2.5940022760E+01 -6.2082749218E+00 -1.0437912473E+01 -1.4625550473E+01 -1.3220025146E+01 +2.1748596522E+02 +1.5290152672E+02 +1.9996125503E+02 +2.2232198844E+02 +1.5759849512E+01
 4042 -1.4757593353E+01 -7.9242113104E+00 -1.3449097344E+01 -2.6736735644E+01 -1.3634743475E+01 +1.0545567940E+02 +3.4853482761E+02 +8.9394231367E+01 +4.8655171401E+01 +1.9799521458E+02
 4043 -7.1236425961E+00 -9.0722203782E+00 -1.0018399041E+01 -1.3657703000E+01 -6.2945338783E+00 +2.1611858356E+02 +2.6608443286E+02 +1.6104329783E+02 +1.3060152586E+00 +1.6809064017E+01
 4044 -7.8050123932E+00 -1.6878062229E+01 -2.5258213013E+00 -2.1178617199E+01 -6.1920088110E+00 +2.0206009228E+02 +2.4518444865E+02 +2.8807619963E+02 +3.2693825266E+02 +1.9883434811E+02
 4045 -1.4527892819E+01 -9.2935029526E+00 -2.5522906931E+01 -1.8222494335E+01 -1.6902371086E+01 +1.6852240216E+02 +2.7550231969E+02 +2.2817902200E+02 +1.0941378291E+02 +1.4700695014E+02
 4046 -1.7702243814E+00 -2.3083999459E+01 -1.5517497348E+01 -2.1949023709E+01 -9.1081949392E+00 +2.7364335069E+02 +3.2382428689E+02 +7.0077217341E+01 +1.8802186416E+01 +2.6399714728E+02
 4047 -1.9599095578E+01 -2.0076143864E+00 -1.9085801484E+01 -2.1210840135E+01 -1.1471146232E+01 +2.9279744636E+00 +2.1543415940E+02 +1.0729916254E+02 +9.8259710554E+01 +1.5951771186E+02
 4048 -1.2516444383E+01 -2.4568718941E+01 -1.4118909572E+01 -1.3035189935E+00 -7.9013804499E+00 +3.5117086573E+02 +7.6543516721E+01 +2.1633297161E+02 +1.0408609477E+02 +5.9006236871E+01
 4049 -1.3321323447E+01 -1.7519024829E+01 -9.7778610572E+00 -1.7374869722E+01 -2.9736403316E+01 +2.4470189849E+02 +1.9401293554E+02 +3.1222600080E+02 +1.4932710609E+02 +3.5756954110E+01
